game,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
NA1/3760583838,Shen,Taliyah,Yasuo,Jhin,Galio,Riven,Nidalee,Zoe,Miss Fortune,Alistar,1
NA1/3760613825,Shen,Kindred,Syndra,Kai'Sa,Zilean,Camille,Graves,Orianna,Aphelios,Sett,1
NA1/3760464273,Renekton,Ekko,Lucian,Jhin,Alistar,Malphite,Graves,Viktor,Aphelios,Thresh,1
NA1/3760613967,Renekton,Hecarim,Seraphine,Aphelios,Leona,Pantheon,Jarvan IV,Twisted Fate,Kai'Sa,Blitzcrank,1
NA1/3760873415,Lillia,Graves,Azir,Kai'Sa,Alistar,Shen,Taliyah,Orianna,Tristana,Maokai,1
NA1/3760734053,Ornn,Graves,Viktor,Jhin,Galio,Renekton,Nidalee,Orianna,Kai'Sa,Leona,1
ESPORTSTMNT05/1830051,Camille,Pantheon,Rumble,Senna,Gragas,Ornn,Olaf,Syndra,Aphelios,Alistar,0
7031-9418,Renekton,Lillia,Syndra,Kai'Sa,Leona,Ornn,Graves,Orianna,Samira,Rell,1
7031-9419,Kennen,Hecarim,Ekko,Samira,Rell,Jayce,Taliyah,Viktor,Vayne,Braum,0
7032-9420,Jax,Pantheon,Ekko,Samira,Rell,Ornn,Hecarim,Syndra,Xayah,Sett,0
ESPORTSTMNT05/1830073,Gragas,Lillia,Sett,Kai'Sa,Rell,Aatrox,Taliyah,Yone,Vayne,Thresh,1
7032-9422,Jax,Pantheon,Syndra,Jhin,Gragas,Sett,Nidalee,Ekko,Samira,Rell,1
6945-9424,Volibear,Lillia,Zoe,Xayah,Gragas,Jayce,Nidalee,Renekton,Kai'Sa,Rell,1
ESPORTSTMNT05/1830074,Gnar,Nidalee,Orianna,Kai'Sa,Alistar,Quinn,Lillia,Syndra,Xayah,Rakan,1
7032-9425,Jax,Taliyah,Renekton,Samira,Gragas,Ornn,Nidalee,Orianna,Xayah,Alistar,1
7035-9427,Ornn,Lillia,Lucian,Kai'Sa,Nautilus,Irelia,Hecarim,Galio,Aphelios,Thresh,1
6945-9426,Renekton,Taliyah,Sett,Vayne,Alistar,Ornn,Lillia,Orianna,Samira,Rell,0
7035-9428,Irelia,Taliyah,Syndra,Aphelios,Thresh,Gragas,Olaf,Ekko,Jhin,Sett,0
7034-9430,Camille,Nidalee,Galio,Xayah,Thresh,Sion,Graves,Azir,Tristana,Leona,0
6946-9429,Gnar,Lillia,Twisted Fate,Tristana,Leona,Camille,Graves,Galio,Kalista,Rell,0
ESPORTSTMNT05/1830089,Sion,Udyr,Azir,Kai'Sa,Sett,Gnar,Taliyah,Zoe,Xayah,Rell,1
7034-9431,Aatrox,Nidalee,Sett,Senna,Wukong,Ornn,Pantheon,Cassiopeia,Aphelios,Thresh,0
6946-9432,Renekton,Graves,Galio,Ashe,Sett,Quinn,Taliyah,Twisted Fate,Jhin,Rell,1
ESPORTSTMNT05/1830093,Ornn,Udyr,Viktor,Kai'Sa,Seraphine,Gragas,Olaf,Orianna,Xayah,Rakan,0
7034-9433,Aatrox,Nidalee,Qiyana,Samira,Alistar,Mordekaiser,Hecarim,Galio,Senna,Wukong,0
ESPORTSTMNT03/1684186,Mordekaiser,Graves,Syndra,Kai'Sa,Alistar,Jayce,Lillia,Zoe,Aphelios,Leona,0
ESPORTSTMNT05/1830101,Camille,Lillia,Syndra,Swain,Alistar,Aatrox,Taliyah,Ryze,Aphelios,Thresh,1
ESPORTSTMNT03/1684189,Renekton,Lillia,Syndra,Aphelios,Thresh,Gnar,Jarvan IV,Twisted Fate,Kai'Sa,Karma,0
ESPORTSTMNT06/1550141,Camille,Olaf,Syndra,Kai'Sa,Alistar,Volibear,Graves,Viktor,Tristana,Rakan,0
ESPORTSTMNT04/1481075,Gangplank,Lillia,Lucian,Miss Fortune,Bard,Vladimir,Olaf,Viktor,Aphelios,Leona,0
ESPORTSTMNT01/1732376,Gangplank,Taliyah,Twisted Fate,Miss Fortune,Alistar,Cho'Gath,Graves,Zoe,Jhin,Galio,0
ESPORTSTMNT06/1550164,Renekton,Elise,Twisted Fate,Vayne,Braum,Gangplank,Taliyah,LeBlanc,Kai'Sa,Rell,0
ESPORTSTMNT03/1684192,Renekton,Graves,Orianna,Jhin,Alistar,Ornn,Pantheon,Akali,Miss Fortune,Maokai,1
ESPORTSTMNT06/1550181,Malphite,Olaf,Yone,Seraphine,Alistar,Camille,Lillia,Akali,Kai'Sa,Galio,0
ESPORTSTMNT01/1722109,Gangplank,Hecarim,Seraphine,Kai'Sa,Alistar,Aatrox,Lillia,Annie,Xayah,Galio,0
ESPORTSTMNT06/1560227,Renekton,Taliyah,Karma,Vayne,Thresh,Gangplank,Hecarim,Syndra,Kai'Sa,Nautilus,0
ESPORTSTMNT04/1481085,Gangplank,Hecarim,Zoe,Ashe,Nautilus,Wukong,Pantheon,Akali,Miss Fortune,Seraphine,1
ESPORTSTMNT06/1550196,Gnar,Pantheon,Syndra,Aphelios,Thresh,Renekton,Hecarim,Orianna,Miss Fortune,Nautilus,0
ESPORTSTMNT03/1673958,Renekton,Olaf,Irelia,Seraphine,Karma,Gnar,Graves,Viktor,Kai'Sa,Galio,1
ESPORTSTMNT06/1550200,Poppy,Graves,Twisted Fate,Xayah,Seraphine,Gragas,Hecarim,Yasuo,Sivir,Lulu,0
ESPORTSTMNT04/1481087,Gragas,Pantheon,Zoe,Aphelios,Galio,Renekton,Sejuani,Irelia,Viktor,Leona,0
ESPORTSTMNT01/1722163,Aatrox,Pantheon,Zoe,Samira,Sett,Malphite,Hecarim,Orianna,Xayah,Alistar,0
ESPORTSTMNT06/1550213,Aatrox,Lillia,Yone,Kai'Sa,Rakan,Gragas,Hecarim,Syndra,Xayah,Seraphine,0
ESPORTSTMNT01/1732445,Gnar,Olaf,Akali,Kai'Sa,Leona,Renekton,Nidalee,Twisted Fate,Miss Fortune,Thresh,1
ESPORTSTMNT04/1481089,Gnar,Olaf,Orianna,Samira,Rell,Aatrox,Pantheon,Twisted Fate,Kai'Sa,Alistar,0
ESPORTSTMNT06/1550214,Gangplank,Hecarim,Lucian,Ashe,Seraphine,Gnar,Lillia,Viktor,Kai'Sa,Leona,1
ESPORTSTMNT03/1673960,Renekton,Lillia,Syndra,Xayah,Leona,Gnar,Pantheon,Zoe,Kai'Sa,Sett,1
ESPORTSTMNT05/1830161,Gragas,Lillia,Akali,Aphelios,Thresh,Renekton,Nidalee,Yone,Ziggs,Morgana,0
ESPORTSTMNT02/1690966,Gnar,Udyr,Tristana,Kai'Sa,Leona,Renekton,Nidalee,Twisted Fate,Vayne,Braum,1
ESPORTSTMNT03/1673964,Renekton,Taliyah,Twisted Fate,Jhin,Nautilus,Aatrox,Lillia,Yone,Miss Fortune,Galio,0
ESPORTSTMNT04/1481099,Ornn,Nidalee,Lucian,Miss Fortune,Galio,Aatrox,Graves,Syndra,Kai'Sa,Alistar,1
ESPORTSTMNT02/1690987,Kennen,Olaf,Azir,Senna,Alistar,Renekton,Pantheon,Zoe,Aphelios,Thresh,0
ESPORTSTMNT03/1684212,Volibear,Lillia,Viktor,Kai'Sa,Sett,Camille,Sejuani,Twisted Fate,Aphelios,Thresh,1
ESPORTSTMNT05/1820140,Jayce,Udyr,Azir,Soraka,Karma,Gangplank,Kindred,Yone,Seraphine,Lulu,1
ESPORTSTMNT01/1732524,Aatrox,Pantheon,Orianna,Kai'Sa,Leona,Gragas,Kindred,Lucian,Cassiopeia,Alistar,0
ESPORTSTMNT05/1820156,Renekton,Taliyah,Sylas,Kai'Sa,Alistar,Gnar,Kindred,Twisted Fate,Jhin,Rell,0
ESPORTSTMNT05/1830194,Rumble,Lillia,Nocturne,Jhin,Sett,Gnar,Hecarim,Azir,Samira,Leona,1
7038-9437,Aatrox,Olaf,Galio,Xayah,Rakan,Jayce,Graves,LeBlanc,Tristana,Leona,1
7037-9436,Wukong,Karthus,Sett,Kai'Sa,Alistar,Gnar,Kindred,Twisted Fate,Xayah,Rell,0
ESPORTSTMNT05/1830216,Aatrox,Hecarim,Viktor,Kai'Sa,Alistar,Jayce,Lillia,Orianna,Samira,Sett,0
7038-9438,Gnar,Graves,LeBlanc,Kai'Sa,Sett,Ornn,Olaf,Syndra,Aphelios,Thresh,0
7037-9440,Renekton,Lillia,Syndra,Xayah,Alistar,Aatrox,Hecarim,Galio,Kai'Sa,Rell,1
6947-9439,Renekton,Lillia,Twisted Fate,Vayne,Alistar,Gnar,Taliyah,Sylas,Samira,Rell,1
ESPORTSTMNT05/1830237,Camille,Taliyah,Orianna,Xayah,Leona,Gnar,Udyr,Viktor,Kai'Sa,Rakan,0
7040-9442,Aatrox,Elise,Sylas,Kai'Sa,Gragas,Gnar,Lillia,Orianna,Xayah,Alistar,1
6947-9441,Gragas,Graves,Syndra,Aphelios,Thresh,Aatrox,Nidalee,Zoe,Samira,Rell,0
7040-9444,Renekton,Nidalee,Zoe,Vayne,Leona,Gragas,Graves,Ekko,Xayah,Alistar,0
6948-9445,Renekton,Kindred,Twisted Fate,Samira,Alistar,Gangplank,Udyr,Azir,Kai'Sa,Rell,1
ESPORTSTMNT05/1830257,Gnar,Pantheon,Viktor,Jhin,Tahm Kench,Irelia,Udyr,Orianna,Kalista,Neeko,1
6948-9447,Gangplank,Udyr,Azir,Samira,Alistar,Renekton,Gragas,Kassadin,Kai'Sa,Rell,1
ESPORTSTMNT05/1820212,Gnar,Olaf,Zoe,Miss Fortune,Seraphine,Gragas,Udyr,Yone,Senna,Blitzcrank,0
ESPORTSTMNT05/1820228,Aatrox,Nidalee,Twisted Fate,Samira,Rell,Renekton,Lillia,Viktor,Jhin,Thresh,0
ESPORTSTMNT05/1820247,Urgot,Olaf,Galio,Miss Fortune,Leona,Gragas,Graves,Viktor,Aphelios,Braum,1
ESPORTSTMNT01/1722425,Renekton,Taliyah,Sylas,Kai'Sa,Nautilus,Gragas,Hecarim,Tristana,Miss Fortune,Seraphine,0
ESPORTSTMNT05/1820251,Gragas,Jarvan IV,Orianna,Kai'Sa,Sett,Ornn,Lillia,Galio,Miss Fortune,Thresh,1
ESPORTSTMNT04/1491149,Renekton,Lee Sin,Akali,Kai'Sa,Seraphine,Gnar,Taliyah,Galio,Xayah,Rell,1
ESPORTSTMNT01/1722482,Malphite,Ivern,Lucian,Kai'Sa,Alistar,Volibear,Lillia,Syndra,Jhin,Leona,1
ESPORTSTMNT01/1722489,Gragas,Lillia,Yone,Kai'Sa,Galio,Gnar,Taliyah,Akali,Aphelios,Braum,0
ESPORTSTMNT06/1560252,Camille,Pantheon,Viktor,Kai'Sa,Nautilus,Poppy,Skarner,Orianna,Aphelios,Thresh,1
ESPORTSTMNT05/1820260,Renekton,Kindred,Ryze,Aphelios,Thresh,Ornn,Lillia,Lucian,Kai'Sa,Rell,1
ESPORTSTMNT01/1722547,Kennen,Olaf,Syndra,Kalista,Thresh,Gragas,Graves,Viktor,Aphelios,Alistar,0
ESPORTSTMNT04/1491156,Camille,Nidalee,Twisted Fate,Jhin,Galio,Malphite,Graves,Orianna,Kai'Sa,Bard,0
ESPORTSTMNT06/1560261,Renekton,Taliyah,Yone,Xayah,Rakan,Ornn,Hecarim,Viktor,Kai'Sa,Bard,0
ESPORTSTMNT01/1722552,Karma,Graves,Ekko,Seraphine,Leona,Riven,Gragas,Azir,Kai'Sa,Alistar,0
ESPORTSTMNT06/1560262,Akali,Taliyah,Sett,Jhin,Thresh,Camille,Pantheon,Viktor,Xayah,Galio,1
ESPORTSTMNT01/1722592,Gnar,Lillia,Twisted Fate,Xayah,Galio,Gragas,Kindred,Akali,Samira,Seraphine,1
ESPORTSTMNT06/1560273,Camille,Lillia,Akali,Xayah,Galio,Irelia,Ekko,Graves,Kai'Sa,Alistar,1
ESPORTSTMNT06/1560274,Ornn,Kha'Zix,Viktor,Jhin,Galio,Gnar,Lillia,Syndra,Kai'Sa,Leona,0
ESPORTSTMNT01/1722596,Gragas,Olaf,Orianna,Xayah,Leona,Aatrox,Pantheon,Syndra,Kai'Sa,Galio,1
ESPORTSTMNT04/1491159,Poppy,Hecarim,Syndra,Miss Fortune,Braum,Gnar,Taliyah,Orianna,Jhin,Alistar,1
ESPORTSTMNT05/1820273,Gangplank,Olaf,Syndra,Kai'Sa,Sett,Ornn,Graves,LeBlanc,Aphelios,Thresh,1
ESPORTSTMNT02/1681324,Camille,Nocturne,Syndra,Kai'Sa,Leona,Gragas,Nidalee,Yone,Aphelios,Thresh,0
ESPORTSTMNT06/1560275,Aatrox,Olaf,Syndra,Seraphine,Alistar,Gnar,Lillia,Galio,Aphelios,Thresh,0
ESPORTSTMNT01/1722637,Ornn,Olaf,Twisted Fate,Jhin,Alistar,Aatrox,Pantheon,Orianna,Kai'Sa,Braum,0
ESPORTSTMNT04/1491163,Camille,Pantheon,Zoe,Jhin,Galio,Mordekaiser,Hecarim,Syndra,Miss Fortune,Leona,1
ESPORTSTMNT01/1722638,Gragas,Taliyah,Lucian,Samira,Leona,Camille,Graves,Twisted Fate,Kai'Sa,Rell,1
ESPORTSTMNT01/1722644,Gnar,Taliyah,Ekko,Cassiopeia,Alistar,Gangplank,Olaf,Syndra,Samira,Sett,1
ESPORTSTMNT06/1560276,Gnar,Nidalee,Twisted Fate,Xayah,Alistar,Camille,Jarvan IV,Galio,Ziggs,Thresh,0
ESPORTSTMNT01/1722661,Gragas,Hecarim,Orianna,Kai'Sa,Thresh,Kled,Taliyah,Sylas,Aphelios,Galio,0
ESPORTSTMNT02/1681353,Jax,Pantheon,Orianna,Xayah,Thresh,Camille,Jarvan IV,Azir,Kai'Sa,Galio,1
ESPORTSTMNT04/1491166,Gnar,Hecarim,Twisted Fate,Kai'Sa,Nautilus,Camille,Nidalee,Jayce,Ashe,Alistar,1
ESPORTSTMNT01/1722685,Gragas,Karthus,Yone,Miss Fortune,Morgana,Gnar,Taliyah,Zoe,Kai'Sa,Thresh,1
ESPORTSTMNT02/1681379,Renekton,Nidalee,Zoe,Xayah,Leona,Gragas,Graves,Lucian,Kai'Sa,Alistar,1
ESPORTSTMNT02/1681428,Gragas,Olaf,Orianna,Jhin,Alistar,Rumble,Graves,Syndra,Kai'Sa,Leona,0
ESPORTSTMNT01/1722768,Gnar,Hecarim,Azir,Lucian,Galio,Gragas,Taliyah,Twisted Fate,Ezreal,Sett,0
7041-9449,Akali,Hecarim,Orianna,Kai'Sa,Thresh,Gangplank,Sejuani,Yone,Xayah,Sett,1
ESPORTSTMNT05/1820279,Gragas,Graves,Azir,Kai'Sa,Alistar,Sylas,Olaf,Orianna,Samira,Rakan,1
7041-9450,Gnar,Nidalee,Sett,Jhin,Nautilus,Jayce,Udyr,Orianna,Xayah,Rakan,0
7043-9452,Camille,Olaf,Syndra,Senna,Galio,Renekton,Taliyah,Yone,Xayah,Leona,0
7042-9451,Ornn,Zac,Jayce,Kai'Sa,Gragas,Renekton,Nidalee,Yone,Samira,Leona,0
ESPORTSTMNT05/1830368,Gnar,Olaf,Viktor,Samira,Nautilus,Gangplank,Udyr,Orianna,Kai'Sa,Rell,0
7043-9454,Renekton,Olaf,Orianna,Miss Fortune,Seraphine,Aatrox,Graves,Karma,Aphelios,Thresh,0
7042-9453,Ornn,Olaf,Viktor,Kai'Sa,Alistar,Gnar,Taliyah,Pantheon,Jhin,Nautilus,0
6949-9455,Renekton,Udyr,Ryze,Xayah,Sett,Gnar,Hecarim,Azir,Kai'Sa,Alistar,1
7042-9456,Ornn,Trundle,Zoe,Kai'Sa,Gragas,Gnar,Olaf,Syndra,Xayah,Morgana,0
ESPORTSTMNT05/1830373,Quinn,Nidalee,Syndra,Kai'Sa,Alistar,Renekton,Udyr,Twisted Fate,Senna,Gragas,0
7043-9457,Jax,Udyr,Akali,Kai'Sa,Alistar,Camille,Olaf,Syndra,Jhin,Gragas,1
6950-9459,Camille,Olaf,Syndra,Jhin,Leona,Gragas,Kindred,Orianna,Xayah,Alistar,1
7045-9461,Camille,Lillia,Twisted Fate,Samira,Rakan,Sett,Taliyah,Lucian,Kai'Sa,Galio,1
ESPORTSTMNT05/1820337,Renekton,Pantheon,Azir,Vayne,Senna,Sion,Udyr,Zoe,Kai'Sa,Seraphine,1
6950-9462,Jayce,Lillia,Viktor,Kai'Sa,Gragas,Gnar,Udyr,Orianna,Aphelios,Thresh,0
7045-9464,Camille,Lillia,Vayne,Samira,Rell,Jax,Graves,Galio,Kai'Sa,Alistar,1
7045-9465,Renekton,Gragas,Syndra,Kai'Sa,Alistar,Camille,Graves,Orianna,Aphelios,Thresh,0
ESPORTSTMNT05/1830391,Aatrox,Lillia,Orianna,Xayah,Thresh,Gragas,Hecarim,Syndra,Kai'Sa,Maokai,1
ESPORTSTMNT05/1830405,Shen,Hecarim,Syndra,Kai'Sa,Alistar,Irelia,Olaf,Ekko,Miss Fortune,Leona,1
ESPORTSTMNT05/1830412,Gragas,Pantheon,Akali,Vayne,Braum,Camille,Kha'Zix,Ziggs,Kai'Sa,Galio,0
ESPORTSTMNT05/1830469,Camille,Olaf,Syndra,Samira,Alistar,Wukong,Lillia,Galio,Kai'Sa,Nautilus,1
ESPORTSTMNT05/1820441,Gragas,Olaf,Ekko,Senna,Leona,Gnar,Lillia,Orianna,Samira,Alistar,0
ESPORTSTMNT05/1820447,Jayce,Olaf,Azir,Ashe,Seraphine,Malphite,Pantheon,Syndra,Aphelios,Thresh,0
ESPORTSTMNT05/1830515,Renekton,Olaf,Orianna,Kai'Sa,Rell,Gnar,Nidalee,LeBlanc,Xayah,Leona,0
ESPORTSTMNT01/1723037,Malphite,Gragas,Yasuo,Miss Fortune,Karma,Irelia,Hecarim,LeBlanc,Jhin,Seraphine,1
ESPORTSTMNT02/1681735,Gragas,Olaf,Galio,Miss Fortune,Rell,Lulu,Kindred,Orianna,Aphelios,Thresh,0
ESPORTSTMNT01/1723072,Aatrox,Olaf,Viktor,Kai'Sa,Seraphine,Ornn,Hecarim,Orianna,Aphelios,Thresh,1
ESPORTSTMNT02/1681753,Graves,Udyr,Yone,Seraphine,Taric,Renekton,Nidalee,Ryze,Kai'Sa,Alistar,1
ESPORTSTMNT02/1681778,Lulu,Udyr,Yone,Senna,Tahm Kench,Aatrox,Lillia,Ryze,Kai'Sa,Alistar,0
ESPORTSTMNT01/1723155,Gangplank,Gragas,Orianna,Kai'Sa,Nautilus,Ornn,Pantheon,Azir,Xayah,Thresh,0
NA1/3764026630,Thresh,Malphite,Olaf,Orianna,Aphelios,Camille,Lillia,Ekko,Kai'Sa,Lulu,1
ESPORTSTMNT02/1681785,Jax,Taliyah,Sett,Xayah,Galio,Camille,Lillia,Twisted Fate,Miss Fortune,Bard,1
NA1/3764037200,Pantheon,Jarvan IV,Orianna,Samira,Alistar,Darius,Taliyah,Syndra,Kai'Sa,Sett,0
ESPORTSTMNT02/1681790,Jax,Taliyah,Ryze,Vayne,Rell,Camille,Udyr,Twisted Fate,Miss Fortune,Galio,1
7046-9466,Renekton,Lillia,Syndra,Aphelios,Thresh,Gnar,Pantheon,Zoe,Xayah,Nautilus,1
ESPORTSTMNT05/1820477,Gragas,Taliyah,Yone,Ashe,Seraphine,Gnar,Lillia,Orianna,Aphelios,Thresh,1
7046-9467,Aatrox,Lillia,Orianna,Samira,Rell,Renekton,Wukong,Syndra,Xayah,Rakan,0
7046-9468,Aatrox,Lillia,Orianna,Samira,Rell,Fiora,Pantheon,Syndra,Xayah,Thresh,1
ESPORTSTMNT05/1820496,Aatrox,Graves,Orianna,Samira,Rell,Gragas,Taliyah,Lucian,Kalista,Alistar,1
7047-9472,Gnar,Taliyah,Orianna,Vayne,Alistar,Renekton,Udyr,Galio,Jhin,Rell,0
6951-9471,Camille,Sejuani,Renekton,Xayah,Leona,Aatrox,Udyr,Syndra,Jhin,Rell,0
ESPORTSTMNT05/1820504,Gragas,Lillia,Lucian,Kalista,Alistar,Gnar,Kindred,Viktor,Samira,Galio,1
6951-9474,Gragas,Lillia,Yone,Kai'Sa,Alistar,Renekton,Olaf,Neeko,Xayah,Rakan,1
7047-9475,Renekton,Lillia,Lucian,Miss Fortune,Nautilus,Aatrox,Taliyah,Orianna,Jhin,Sett,0
ESPORTSTMNT05/1820513,Aatrox,Udyr,Orianna,Samira,Galio,Akali,Olaf,Azir,Xayah,Leona,1
6952-9476,Kennen,Lillia,Irelia,Kai'Sa,Leona,Gragas,Olaf,Twisted Fate,Xayah,Rell,1
7050-9478,Malphite,Nidalee,Jayce,Kai'Sa,Rakan,Wukong,Graves,LeBlanc,Aphelios,Braum,1
7049-9477,Renekton,Udyr,Orianna,Kai'Sa,Alistar,Camille,Nidalee,Ekko,Jhin,Galio,0
6952-9479,Gragas,Olaf,Rumble,Xayah,Rell,Sion,Kindred,Zoe,Kai'Sa,Alistar,0
7050-9481,Gangplank,Graves,Galio,Draven,Thresh,Vladimir,Olaf,Aatrox,Kai'Sa,Alistar,1
7049-9480,Aatrox,Elise,Sylas,Kai'Sa,Leona,Fiora,Taliyah,Viktor,Tristana,Alistar,1
ESPORTSTMNT05/1820537,Ornn,Pantheon,Azir,Kai'Sa,Jarvan IV,Aatrox,Olaf,Twisted Fate,Xayah,Rakan,0
ESPORTSTMNT05/1820551,Renekton,Udyr,Orianna,Miss Fortune,Rell,Aatrox,Hecarim,Galio,Aphelios,Braum,0
EUW1/5062615512,Kled,Olaf,Viktor,Miss Fortune,Leona,Renekton,Graves,Azir,Kai'Sa,Galio,0
ESPORTSTMNT02/1681946,Volibear,Taliyah,Twisted Fate,Samira,Alistar,Renekton,Nidalee,Galio,Jhin,Tahm Kench,1
EUW1/5062616000,Aatrox,Olaf,Viktor,Miss Fortune,Leona,Sion,Graves,Azir,Kai'Sa,Rell,0
ESPORTSTMNT02/1681978,Gragas,Graves,Orianna,Kai'Sa,Alistar,Camille,Udyr,Twisted Fate,Xayah,Rakan,1
ESPORTSTMNT05/1820616,Gnar,Udyr,Twisted Fate,Vayne,Braum,Renekton,Jarvan IV,Ryze,Kai'Sa,Rell,1
ESPORTSTMNT02/1682025,Jayce,Graves,Orianna,Aphelios,Leona,Gragas,Udyr,Azir,Senna,Galio,0
ESPORTSTMNT02/1682063,Camille,Nidalee,Yone,Kai'Sa,Leona,Malphite,Graves,Syndra,Xayah,Alistar,0
ESPORTSTMNT05/1830660,Wukong,Taliyah,Azir,Xayah,Rell,Pantheon,Evelynn,Irelia,Kai'Sa,Leona,0
ESPORTSTMNT02/1682108,Wukong,Udyr,Sylas,Kai'Sa,Leona,Aatrox,Hecarim,Twisted Fate,Miss Fortune,Gragas,0
ESPORTSTMNT02/1682174,Gnar,Olaf,Syndra,Senna,Seraphine,Jayce,Udyr,Orianna,Miss Fortune,Thresh,1
ESPORTSTMNT02/1682189,Gnar,Olaf,Ekko,Jhin,Alistar,Jayce,Udyr,Azir,Kalista,Thresh,1
ESPORTSTMNT02/1682213,Aatrox,Udyr,Ryze,Miss Fortune,Seraphine,Gnar,Lillia,Orianna,Kai'Sa,Rell,1
ESPORTSTMNT02/1691991,Renekton,Lillia,Yone,Ezreal,Leona,Volibear,Taliyah,Twisted Fate,Aphelios,Braum,0
NA1/3765993769,Gragas,Olaf,Orianna,Samira,Alistar,Gangplank,Graves,Viktor,Kai'Sa,Leona,1
NA1/3766402950,Shen,Udyr,Azir,Xayah,Seraphine,Camille,Hecarim,Ziggs,Kai'Sa,Nautilus,0
NA1/3765904251,Camille,Olaf,Rumble,Xayah,Rakan,Jax,Taliyah,Yone,Kai'Sa,Galio,0
NA1/3766123762,Pantheon,Olaf,Seraphine,Jhin,Nautilus,Gnar,Nidalee,Twisted Fate,Kai'Sa,Thresh,0
NA1/3766013901,Ornn,Graves,Syndra,Kai'Sa,Rell,Wukong,Lillia,Ekko,Samira,Alistar,0
NA1/3766143750,Riven,Udyr,Zoe,Miss Fortune,Galio,Wukong,Ekko,Graves,Senna,Leona,0
NA1/3765993890,Camille,Olaf,Galio,Vayne,Alistar,Malphite,Taliyah,Pantheon,Kai'Sa,Taric,0
NA1/3766153700,Gragas,Olaf,Azir,Kai'Sa,Seraphine,Shen,Jarvan IV,Yone,Aphelios,Galio,0
NA1/3765984174,Renekton,Olaf,Twisted Fate,Ezreal,Yuumi,Ornn,Jarvan IV,Vladimir,Senna,Seraphine,0
NA1/3766154000,Gnar,Olaf,Orianna,Senna,Galio,Aatrox,Taliyah,Twisted Fate,Aphelios,Thresh,0
NA1/3766014299,Camille,Lillia,Zed,Kai'Sa,Zyra,Wukong,Udyr,Syndra,Xayah,Leona,1
NA1/3766124302,Pantheon,Kayn,Zoe,Aphelios,Blitzcrank,Shen,Graves,Yone,Senna,Seraphine,1
NA1/3766204035,Jax,Olaf,Twisted Fate,Kai'Sa,Alistar,Camille,Udyr,Syndra,Xayah,Galio,0
NA1/3766184053,Wukong,Olaf,Twisted Fate,Aphelios,Pantheon,Nasus,Nidalee,Viktor,Vayne,Braum,1
NA1/3765864934,Gnar,Udyr,Twisted Fate,Miss Fortune,Galio,Gragas,Karthus,Kindred,Senna,Sett,0
NA1/3766124381,Ornn,Kindred,Twisted Fate,Aphelios,Braum,Renekton,Nidalee,Fizz,Kai'Sa,Leona,1
NA1/3766194202,Gangplank,Graves,LeBlanc,Seraphine,Leona,Gnar,Gragas,Yone,Kai'Sa,Alistar,1
NA1/3765854943,Ornn,Lillia,Yasuo,Senna,Galio,Aatrox,Nidalee,Renekton,Seraphine,Sett,1
NA1/3766154448,Gnar,Taliyah,Akali,Senna,Sett,Malphite,Udyr,Galio,Kai'Sa,Alistar,1
NA1/3766164570,Renekton,Olaf,Syndra,Kai'Sa,Alistar,Ornn,Udyr,Sylas,Xayah,Galio,0
NA1/3766124901,Ornn,Taliyah,Syndra,Aphelios,Thresh,Renekton,Nidalee,Xerath,Jhin,Leona,0
NA1/3766194702,Gragas,Graves,Yone,Seraphine,Rakan,Gnar,Lillia,Akali,Kai'Sa,Alistar,0
ESPORTSTMNT01/1723398,Gnar,Lillia,Zoe,Aphelios,Thresh,Camille,Rek'Sai,Viktor,Miss Fortune,Galio,1
ESPORTSTMNT01/1723413,Renekton,Nidalee,Zoe,Samira,Seraphine,Gnar,Hecarim,Viktor,Vayne,Braum,1
7051-9482,Gnar,Graves,Galio,Kai'Sa,Alistar,Vayne,Hecarim,Syndra,Xayah,Leona,0
ESPORTSTMNT05/1820657,Renekton,Olaf,Orianna,Xayah,Thresh,Gragas,Jarvan IV,Syndra,Kai'Sa,Pyke,0
7051-9483,Akali,Lillia,Jayce,Kai'Sa,Galio,Wukong,Udyr,Syndra,Samira,Alistar,1
7053-9485,Gnar,Trundle,Syndra,Kai'Sa,Gragas,Wukong,Udyr,Orianna,Samira,Alistar,0
ESPORTSTMNT01/1723480,Darius,Elise,Syndra,Kai'Sa,Thresh,Gnar,Olaf,Orianna,Xayah,Rakan,1
ESPORTSTMNT05/1830686,Akali,Olaf,Zoe,Kai'Sa,Pantheon,Gragas,Graves,Syndra,Samira,Nautilus,1
7053-9486,Gnar,Hecarim,Syndra,Kai'Sa,Gragas,Aatrox,Lillia,Pantheon,Aphelios,Thresh,0
6953-9487,Jayce,Udyr,Zoe,Kai'Sa,Alistar,Aatrox,Olaf,Galio,Tristana,Nautilus,0
ESPORTSTMNT05/1830693,Ornn,Olaf,Orianna,Aphelios,Thresh,Aatrox,Graves,Azir,Senna,Tahm Kench,0
7055-9491,Renekton,Graves,Syndra,Vayne,Alistar,Camille,Lillia,Zoe,Xayah,Sett,0
EUW1/5064185188,Gragas,Skarner,Orianna,Miss Fortune,Seraphine,Nasus,Jarvan IV,Viktor,Vayne,Lulu,1
6954-9492,Aatrox,Graves,Orianna,Kai'Sa,Galio,Camille,Olaf,Zoe,Senna,Leona,1
